sha256	bytes	path
b28c5676cec34115beb9f4818bede7fe744ec8bfd372d6d108b9ba553ed6dc1e	133	data/enlarged_core/cedar/coco/dj_optimizer/attempt1__round1.json
913370964a94ea023db99ed5dc726c3638605de5e506dc73e565caf3cdf3e994	133	data/enlarged_core/cedar/coco/dj_optimizer/attempt1__round2.json
deab380fa00705b9662e4527b21e7be3c202dd006bb1dc1fb76c24a07b05bffe	133	data/enlarged_core/cedar/coco/dj_optimizer/attempt1__round3.json
684d593449c440ed4af4196351f0e1dc48805f8d04e37a6e83dc97dde4b066df	133	data/enlarged_core/cedar/coco/dp_cedar_optimizer/attempt1__round1.json
350435d1601c518d9171a87260fc6ef11b5ea068b287f9100ff32655267f7930	133	data/enlarged_core/cedar/coco/dp_cedar_optimizer/attempt1__round2.json
020447f5daf4e0abb30f87a4bbab9252dc9e4bb0cf9dbd4b752b15c223cfd6fa	133	data/enlarged_core/cedar/coco/dp_cedar_optimizer/attempt1__round3.json
d325ab5730ee19de41897daed877d701b8ac502e5ae79cf10b0b57c0485549cc	133	data/enlarged_core/cedar/coco/optimizer/attempt1__round1.json
757c7a5c0885f301cbd80accf25fd51bc43fc34dde73d8c7dd73340e0b44bf81	133	data/enlarged_core/cedar/coco/optimizer/attempt1__round2.json
66a841cd3bf28991a12930da1493544abd1126b1968db812c8b260f7608527e9	133	data/enlarged_core/cedar/coco/optimizer/attempt1__round3.json
c93d97695f2f9674dd38ac82c847d95919c282bcb0b0d757ef85eb3a3de065e0	132	data/enlarged_core/cedar/coco/pecan_optimizer/attempt1__round1.json
35d1f75d6876e7d1f927ce7bd8e589be615c50bfc2722dbdb81b3abb2789169a	133	data/enlarged_core/cedar/coco/pecan_optimizer/attempt1__round2.json
0b93065e9cc355526bbbbd2617429bbbb8fe17eb18131952197acb58cf1eb00b	133	data/enlarged_core/cedar/coco/pecan_optimizer/attempt1__round3.json
c75bd62f2ff37814c495f4635d91e99e8f045a8fc429f0aab15a815e9a872663	135	data/enlarged_core/cedar/commonvoice/dj_optimizer/attempt1__round1.json
39a891cabd891c1f15c68bc0726040f821b710c0e90d509069690d2b3677c883	135	data/enlarged_core/cedar/commonvoice/dj_optimizer/attempt1__round2.json
49d6685bc662f30b3aff3a0f931b51fdb5bc03edd99385987a7ee42b68d1d882	135	data/enlarged_core/cedar/commonvoice/dj_optimizer/attempt1__round3.json
ef61e38f3a609f6d10a9c76c8e1777f7a61f2c562186e9deab0cdbfa9f9888e9	135	data/enlarged_core/cedar/commonvoice/dp_cedar_optimizer/attempt1__round1.json
6e24327d32851e73a1e432d2198e11287adcc73ea906b00b60e1f7b816e9bcc7	135	data/enlarged_core/cedar/commonvoice/dp_cedar_optimizer/attempt1__round2.json
3f32ae1b31cf1c70b6629700c7528813f1a97002f06706256150972cd63ca57e	135	data/enlarged_core/cedar/commonvoice/dp_cedar_optimizer/attempt1__round3.json
f4a5ccd0e832da46627d2c531746f11f4317ccf00d396c6d89f88b82ecb11ec6	135	data/enlarged_core/cedar/commonvoice/dp_optimizer/attempt1__round1.json
7d823f273f0ec505a425814c812f5b903055a233d1fdd806ca90b87aae89eadd	135	data/enlarged_core/cedar/commonvoice/dp_optimizer/attempt1__round2.json
269d7fc0c4f9e43792a576d80ead65a0c5b1982c1605168ae5b2f27e59c1a07f	135	data/enlarged_core/cedar/commonvoice/dp_optimizer/attempt1__round3.json
a8426e7c7451d621134128773e78e89ffbbef31806c4006635dc1ca9d1911374	135	data/enlarged_core/cedar/commonvoice/optimizer/attempt1__round1.json
247f4c295bb7c4e38f8a4e795a1a8e29378ce8d56029ebf36c8728d9984513b3	135	data/enlarged_core/cedar/commonvoice/optimizer/attempt1__round2.json
a67dfc9873200c56ff4d5eeb5fc2958a3df23ccd4b2ea890b5aba9bca88e57ca	135	data/enlarged_core/cedar/commonvoice/optimizer/attempt1__round3.json
4beb26f0407446d253f5e7959a02cf1041756be87bbb34bdfc342526bbaa39ce	135	data/enlarged_core/cedar/commonvoice/pecan_optimizer/attempt1__round1.json
cf7c17ea5252d59e78dc4d29b65bbfdc2a46db25ed2f7e80c295ee84d0460756	135	data/enlarged_core/cedar/commonvoice/pecan_optimizer/attempt1__round2.json
340ca0fb8de2fcd20e7fc7744dc0998abb43b95cc9127260cd03177ccf9a5182	135	data/enlarged_core/cedar/commonvoice/pecan_optimizer/attempt1__round3.json
db2364faf0df8a123a8a903fbd1d0bf7b7dd3cb96a48314aa66c5046335e1b1b	135	data/enlarged_core/cedar/commonvoice_cache/dj_optimizer/attempt1__round1.json
202318d2bef47f16050ef8475f104e6e8cdf8be86b75ee670c396cf779bd223e	135	data/enlarged_core/cedar/commonvoice_cache/dj_optimizer/attempt1__round2.json
9bc105fffac0fdb3d678f3e720aa9a0dacbb9f305b3b4151523388de099505c5	134	data/enlarged_core/cedar/commonvoice_cache/dj_optimizer/attempt1__round3.json
de713b561b5e158ffa759f93c38acb7873ca30416468f4ee0375077bed412bbf	135	data/enlarged_core/cedar/commonvoice_cache/dp_cedar_optimizer/attempt1__round1.json
9257bcba96c435a3ab3adfa175a90dfe5c458f5530bf50fff50214c472f14ce9	135	data/enlarged_core/cedar/commonvoice_cache/dp_cedar_optimizer/attempt1__round2.json
8b60f5c3400531b148fc1a76a1414d2138c0222295ec0f76a8cc5f2ca2f86625	135	data/enlarged_core/cedar/commonvoice_cache/dp_cedar_optimizer/attempt1__round3.json
bd341f77561ecabf5fdf81378e91ec4e33f8238b4bfa1fee899047a8c56e610d	134	data/enlarged_core/cedar/commonvoice_cache/dp_optimizer/attempt1__round1.json
056c3a5cf8b9416dbc622b317a10e70ea2190c72edacd0c56f520ea60b46a1ac	135	data/enlarged_core/cedar/commonvoice_cache/dp_optimizer/attempt1__round2.json
d98ffc72a782c85c5d33436453aef03d21c4c006c98810a2dc1af1aec74843aa	135	data/enlarged_core/cedar/commonvoice_cache/dp_optimizer/attempt1__round3.json
6243da2a578129302524f2c122eb6fa1bfcfce4577b421e337259b136568b56e	135	data/enlarged_core/cedar/commonvoice_cache/optimizer/attempt1__round1.json
21b2494dc02d1b7b2aa9ade7ab953c6de76493b8b23243f1ecd7b91c4dda451a	136	data/enlarged_core/cedar/commonvoice_cache/optimizer/attempt1__round2.json
2fad8881c8a554743f15d5b31b3bfe3096cd6f75e01b71a5d4738305a1efe579	135	data/enlarged_core/cedar/commonvoice_cache/optimizer/attempt1__round3.json
1ec8380818aa6a35500abe863b0fbf7f2acb0817b3e1d1698a91d74ba6cac0a6	135	data/enlarged_core/cedar/commonvoice_cache/pecan_optimizer/attempt1__round1.json
ef9ab6d6804203dc57369800449d4ccc734d920b0b87767aa984de5a7b59dee3	135	data/enlarged_core/cedar/commonvoice_cache/pecan_optimizer/attempt1__round2.json
526d8ec201edb8a338cf8957c50b94a404e28e2cf1578c9c2bf24f2195390f81	135	data/enlarged_core/cedar/commonvoice_cache/pecan_optimizer/attempt1__round3.json
6247b2b41a386dac4bbbc5ecf40e04e8ee11467df13cc7a2310b5a5bda11da2e	48	data/enlarged_core/final_samples.tsv
d8a4bae0161b466c775f83cf6fdb6017be615feb73e385f7c49d9f522d8d657b	442	data/enlarged_core/metadata.txt
35732a817a591c9baa008b85e10ab6bd35b4ffda2d679467c2242e9e2cbdad4b	2282	data/enlarged_core/plans/coco/dj_optimizer.json
58f9a09fac2b264803d76de757e113c9351342479fee5e166b538c2c6f5ee642	1175	data/enlarged_core/plans/coco/dj_optimizer.yaml
33f6117dd03cda8aab968165c01c6b6fb73f220e329ae55a2c2b2ba4244005e3	2304	data/enlarged_core/plans/coco/dp_cedar_optimizer.json
b24cd7762823544ac2c55198a86535623fd4a7a6aed6613907e9fc87150e1b86	1279	data/enlarged_core/plans/coco/dp_cedar_optimizer.yaml
f300b901280261309d831c2aa689825ac4111015b69bf75b377982a16984bb44	2277	data/enlarged_core/plans/coco/optimizer.json
b24cd7762823544ac2c55198a86535623fd4a7a6aed6613907e9fc87150e1b86	1279	data/enlarged_core/plans/coco/optimizer.yaml
86de2ed4d6d8da1a6f1c5304dac449b95590d5e47f09e48dc5078a68698f72d5	2291	data/enlarged_core/plans/coco/pecan_optimizer.json
b24cd7762823544ac2c55198a86535623fd4a7a6aed6613907e9fc87150e1b86	1279	data/enlarged_core/plans/coco/pecan_optimizer.yaml
ea3a0d439fe17498f9f4871bafda7d669c54442bddbe6ad18b40c86c02cf6dbf	2302	data/enlarged_core/plans/commonvoice/dj_optimizer.json
f18d43b62209792bdf7f55ba13f53fb32f5113e65755d15bbd4e7e19553b4cbf	1063	data/enlarged_core/plans/commonvoice/dj_optimizer.yaml
d94f75bf37486dbfa572e3b4655b15aafdf5e4dbdeda58fd6b92f64398f683d4	2316	data/enlarged_core/plans/commonvoice/dp_cedar_optimizer.json
4970e71e26a769f78faf23e8776b84a8dc4e2787cddf2104e5f79b23097bd95f	1063	data/enlarged_core/plans/commonvoice/dp_cedar_optimizer.yaml
9badb69f04cb2bff44882fb21317f85038ea5b69e6b954a4e504ec02a5b700da	2298	data/enlarged_core/plans/commonvoice/dp_optimizer.json
99805f15fc8c1355dcd1bdf3c10e3f95dd7c97dc9e49d214f7ffcd5d26f48920	2286	data/enlarged_core/plans/commonvoice/dp_optimizer.yaml
d9e3ca44cf9b34b7c1b4fd4ef86050770f8b4ba64dde761d44c388a8c383508c	2293	data/enlarged_core/plans/commonvoice/optimizer.json
47e9abe4d3fb35f5895aba9021430923f7b8e5eeeba3ef7260b8b90f4b0b9e38	1063	data/enlarged_core/plans/commonvoice/optimizer.yaml
a2bd8d82281cb14d5154f52049432ef1d065a734f5783eaf3e8ddce3a3414a41	2307	data/enlarged_core/plans/commonvoice/pecan_optimizer.json
47e9abe4d3fb35f5895aba9021430923f7b8e5eeeba3ef7260b8b90f4b0b9e38	1063	data/enlarged_core/plans/commonvoice/pecan_optimizer.yaml
4560c9a6c54c5601d028d78003bbb62052734499c4f20310c013e1c82bd75c54	2312	data/enlarged_core/plans/commonvoice_cache/dj_optimizer.json
7109459fe70e75598ad75ce938960eea418087ef1c7c850d9a2b5eb885498336	1192	data/enlarged_core/plans/commonvoice_cache/dj_optimizer.yaml
6299fa07df3c746ffb37ada52437afeca0bfc8a462ad8adc565097780573f5ef	2330	data/enlarged_core/plans/commonvoice_cache/dp_cedar_optimizer.json
008d6c755544133c4b0f415e0abde9ab10052acf93f2e63f0bddf0aedda6f753	1192	data/enlarged_core/plans/commonvoice_cache/dp_cedar_optimizer.yaml
d9d19df76598f91e454854a7f39cce5dedfd09407e8581b85b4372fde6bd919b	2312	data/enlarged_core/plans/commonvoice_cache/dp_optimizer.json
ebcb342a6281c7c9840bb1ebdca6ce0ca5752ff47632f839336227313b284d10	2361	data/enlarged_core/plans/commonvoice_cache/dp_optimizer.yaml
ce9942deb9e332fa572f55dcd632a5bf2f977d914d1f3b6dc8ace38c43b050e6	2299	data/enlarged_core/plans/commonvoice_cache/optimizer.json
a828f8555f7c1d20c8670af1ef8fe45d40873986c1eb2bc931755ff7feda74eb	1192	data/enlarged_core/plans/commonvoice_cache/optimizer.yaml
9d1de9f9ee483be6a437f15d8aeb4681f35514e400c50e97419e53579ffa79ca	2317	data/enlarged_core/plans/commonvoice_cache/pecan_optimizer.json
a828f8555f7c1d20c8670af1ef8fe45d40873986c1eb2bc931755ff7feda74eb	1192	data/enlarged_core/plans/commonvoice_cache/pecan_optimizer.yaml
c47ec372d8712e52e78d44c64c8e5a560b1c0f665f1c1165b02a968b0798085b	22274	data/enlarged_core/scaled_reuse_plan_results.json
52294889e2c336a7fcf4a726601e48e809d234c188434a275e7e99092f47eab2	1279	data/enlarged_core/scaled_reuse_plan_results.md
4e7bba9ff2c6ee7ab9dfe7083b5dfa4eea75979b93721d0ff0dee60adde7eb48	690	data/standard_core/workloads/llava_pretrain/metadata.txt
5f73d33c9760ba438a7c3f712fc5cd43fb6077ba270465cb99181bed9db8a0ec	1939	data/standard_core/workloads/llava_pretrain/plans/dj_optimizer.yaml
eefc7ecd71697f041296bf16899624ea1dae0b549757796efeb9ade98a608c34	1939	data/standard_core/workloads/llava_pretrain/plans/dp_cedar_optimizer.yaml
0dbb270a2f872974d49a2492ecc0f5e877d606656eca95284804418bb51a8ba8	4525	data/standard_core/workloads/llava_pretrain/plans/dp_optimizer.yaml
2ef26158c3f8c071cf0fc845b00ddc390b92ca2c5140ef283c482fc704e42482	119	data/standard_core/workloads/llava_pretrain/plans/optimizer.unavailable.json
3e07003ff4a746e781294a87c2421e06b39149337519634668e69f461f55b9bb	1939	data/standard_core/workloads/llava_pretrain/plans/pecan_optimizer.yaml
405dcf8cb28b5373af9a3304328652ba76c6b047ca50434671a69d9f399d3102	131	data/standard_core/workloads/llava_pretrain/results/round1__dj_optimizer.json
84779d3e2cce02516f0bf23de3f051d615fb059a903b453c5fda5a81a4f9f074	130	data/standard_core/workloads/llava_pretrain/results/round1__dp_cedar_optimizer.json
442a68a65e47db6c5427685a59ba87e7e3cbacf03b61199f4e7cfc055bc9ab2c	131	data/standard_core/workloads/llava_pretrain/results/round1__dp_optimizer.json
9728e1aab27c7769449a91caca6566d9121a73fb4870066cdb32806a6e4f3c85	131	data/standard_core/workloads/llava_pretrain/results/round1__pecan_optimizer.json
a0649d1a297922a3c4238571370a0a49caf8ad86359994c3bfb56d318d60eff2	131	data/standard_core/workloads/llava_pretrain/results/round2__dj_optimizer.json
59c81e446a5290d7d8b09dc3ecc9c574e80767ef32ac99f31f994a96181d402e	131	data/standard_core/workloads/llava_pretrain/results/round2__dp_cedar_optimizer.json
d86abd02788edac0d7bc875c98d670f8765abd4f1cb8015cd2303e742b5813ec	131	data/standard_core/workloads/llava_pretrain/results/round2__dp_optimizer.json
d6e67a01cdd1b36ba329fb49bf8b7975dca76b784d8a87bad85c4296e31bc702	129	data/standard_core/workloads/llava_pretrain/results/round2__pecan_optimizer.json
0a37004df679bcb9e199c0d0dd3a9ef99cd11de8f6e21e05c29b5f6d5db2682b	131	data/standard_core/workloads/llava_pretrain/results/round3__dj_optimizer.json
9dcfdd4bcdf9fc67b9a242f2ef7841f79bb8a66ea09bce78c3c2d290860718c1	131	data/standard_core/workloads/llava_pretrain/results/round3__dp_cedar_optimizer.json
760d413148c2a437402e01b62112e79fc5868e8bcd9d8c7805b5dda01ab06a18	131	data/standard_core/workloads/llava_pretrain/results/round3__dp_optimizer.json
15926624272bc18917a33259e2bbdc3e779ba753de48c7a088c87f110551f11c	131	data/standard_core/workloads/llava_pretrain/results/round3__pecan_optimizer.json
f45bbc69ebd7ad0befd8a21fb01a5543ea2c1b510f680423c855a959b502f552	2349	data/standard_core/workloads/llava_pretrain/warmup_results/plan_only__dj_optimizer.json
9ec105bfb083be6e88225de74d89613ff515f86c29617db0422657b74205f3b2	2363	data/standard_core/workloads/llava_pretrain/warmup_results/plan_only__dp_cedar_optimizer.json
114a23ac5441a27d63f30af4222e62d51cb175a8a7240f729f9c2119064dedcd	2349	data/standard_core/workloads/llava_pretrain/warmup_results/plan_only__dp_optimizer.json
889275c3f37992885941386f423e4402f3944407f4df2bfbdcedc7a4aa8efcf1	2358	data/standard_core/workloads/llava_pretrain/warmup_results/plan_only__pecan_optimizer.json
1c1f6c4174e14c9422456263a47b244cab29f3ad5a608ea5bbce90b91f102e74	625	data/standard_core/workloads/redpajama_c4/metadata.txt
6f5ad74b2f67ce4eb843318eba17dcb40688d10203ae32e1f8c360421124fb87	2029	data/standard_core/workloads/redpajama_c4/plans/dj_optimizer.yaml
7595ffe950e4421e901950b6c909aa96614e3d8dc236eb64e654f18264232f12	2029	data/standard_core/workloads/redpajama_c4/plans/dp_cedar_optimizer.yaml
7ac9f8fcccd620e555b0d6d294f3d96d622368b0d3fb03f9b6dee08609138076	4113	data/standard_core/workloads/redpajama_c4/plans/dp_optimizer.yaml
7595ffe950e4421e901950b6c909aa96614e3d8dc236eb64e654f18264232f12	2029	data/standard_core/workloads/redpajama_c4/plans/optimizer.yaml
0d90683c1d8a01f67373e4e160abb5698fc15fb84bff6fe016182e1a0fa686a8	2029	data/standard_core/workloads/redpajama_c4/plans/pecan_optimizer.yaml
d9fe30645f66e7f40175324851b81e635a87ce572d10afcbe2b38f9c97e8db63	133	data/standard_core/workloads/redpajama_c4/results/round1__dj_optimizer.json
891375a66ea620b2b15d9c9546b83a92789525f21ea16eaa15de9a4dfa0ef01a	133	data/standard_core/workloads/redpajama_c4/results/round1__dp_cedar_optimizer.json
146015bffa257aaca98e21021a9efccd765296316c19e62d6cb3de49d2a85005	133	data/standard_core/workloads/redpajama_c4/results/round1__dp_optimizer.json
321b5b360e123529b0cb9191f27942dd42851cefcac13b61d0f6ee05fa0f4d98	133	data/standard_core/workloads/redpajama_c4/results/round1__optimizer.json
69f82f51dae246f416c93b22db6161e31267682ebcf1aef6f9b7ede09cad79e6	133	data/standard_core/workloads/redpajama_c4/results/round1__pecan_optimizer.json
5d401a028f4d359b44f434d0c89cb23dfbf99caa2161719871c9aabdb5f03b2a	134	data/standard_core/workloads/redpajama_c4/results/round2__dj_optimizer.json
398503966df39b052ad7bf329449a8ccc7949edce1e42bb4861e809bad145f65	134	data/standard_core/workloads/redpajama_c4/results/round2__dp_cedar_optimizer.json
7d224f0b872da6de37cb61264673ac2be6a04538421b7f9dd936eafeabb4e70b	134	data/standard_core/workloads/redpajama_c4/results/round2__dp_optimizer.json
c1f5ecc458abb5122ee2757f484e5677033f88a67e5ff11e8bc5bba10f8e8484	132	data/standard_core/workloads/redpajama_c4/results/round2__optimizer.json
9561db1e8c58fc85134ea34843caa9d6a719395ef34d8e6a8ddabcea4959afc2	133	data/standard_core/workloads/redpajama_c4/results/round2__pecan_optimizer.json
6a70c7bafa6a2625d7978aa82087881c90df29cdfba1fc8e4091b13fbf9f10a8	133	data/standard_core/workloads/redpajama_c4/results/round3__dj_optimizer.json
d47fbb59a3402fe04fed396cd59734436049124b79fa07c0bcbf4b0f8ee2924c	134	data/standard_core/workloads/redpajama_c4/results/round3__dp_cedar_optimizer.json
364c95429d46019f9f09712a8c0dfeb4b10b8ea0d5a708bf206f132752e47891	133	data/standard_core/workloads/redpajama_c4/results/round3__dp_optimizer.json
a597aba95308b9ed8d65bcae0bb13c53ff73ba6a642e15edfecb134b44d7f17b	133	data/standard_core/workloads/redpajama_c4/results/round3__optimizer.json
2216108a2e2881189c85ac75b01c91f20bafbce1d8e553379cac93facd05c593	133	data/standard_core/workloads/redpajama_c4/results/round3__pecan_optimizer.json
707fa19403212181630e7d7887170f01f3a96c8dcbc072d86ac3ddbd7efd163f	2347	data/standard_core/workloads/redpajama_c4/warmup_results/plan_only__dj_optimizer.json
c8464597264c44d35915ba56dd1b6e4d86f277f83727cdbba2f17ce2fbf49797	2361	data/standard_core/workloads/redpajama_c4/warmup_results/plan_only__dp_cedar_optimizer.json
d05551dc94013bb7b559b5be9b9a1858e9acf9ca19caa9deb0bd88f9840e32ed	2347	data/standard_core/workloads/redpajama_c4/warmup_results/plan_only__dp_optimizer.json
329dd6061ef6880d1f0b807dad207500d8005d54fc0f3475ea390cf756c942a5	2338	data/standard_core/workloads/redpajama_c4/warmup_results/plan_only__optimizer.json
022f33654d17ebf2ebd7d7990c69d8e0c8d16ab194eef95e5046acfd9788a78f	2352	data/standard_core/workloads/redpajama_c4/warmup_results/plan_only__pecan_optimizer.json
225866f936e05a5122f17055cfe35ca3679acdc650cdd3b9f52d7fcb8ec5c278	417	data/standard_core/workloads/simclrv2/metadata.txt
2d8f3249210771fb6bbcc545531f31b902d2701bd5b5b059c3db131c615b8488	1356	data/standard_core/workloads/simclrv2/plans/dj_optimizer.yaml
265aff839ebfea46eb06ddbf5151e7ac32ef4ede918ef68c8c10b9145595d8fc	1617	data/standard_core/workloads/simclrv2/plans/dp_cedar_optimizer.yaml
01edccea4b5f1c09afde0a9fec897276dedbc358fd3a07162099b3463605c7cb	1617	data/standard_core/workloads/simclrv2/plans/optimizer.yaml
06dc6bf176567700c743b12d4786c3d50ab7c4ca918bd92694f007f301412f4b	1617	data/standard_core/workloads/simclrv2/plans/pecan_optimizer.yaml
1ae93ff408b2a5e15e2560c9cc7e60be01f91c02689b73217f859aec6d1cc5ee	132	data/standard_core/workloads/simclrv2/results/round1__dj_optimizer.json
6e5735869864fcef58e08924286beabd907b9ad454c22eff6644e965d41e5772	131	data/standard_core/workloads/simclrv2/results/round1__dp_cedar_optimizer.json
ec1efec24024fe16778b306d81bce5935251a41c90387da6d39573739c0228ea	132	data/standard_core/workloads/simclrv2/results/round1__optimizer.json
4f72b83b89345c5830bb7931935e7f1d5321ada16d4985e631b5f0a0bb859e8f	132	data/standard_core/workloads/simclrv2/results/round1__pecan_optimizer.json
c6523c3addd7b056c72a7a6ef08210fe17c14d7a2c06f18ea19f2cf4c7a0c74e	132	data/standard_core/workloads/simclrv2/results/round2__dj_optimizer.json
fef3a927e0d4630533828380b4d23f8329c1e0002d2c52d644d73d060e235bab	132	data/standard_core/workloads/simclrv2/results/round2__dp_cedar_optimizer.json
aec0e216118db75bee54b0dfcc9b46ab7859ac83c35cfac5599bb9f48da9c57f	132	data/standard_core/workloads/simclrv2/results/round2__optimizer.json
fbe6f166ecd1461eedb713988fb5e19d718c701933f0010d62e2128559996a3c	132	data/standard_core/workloads/simclrv2/results/round2__pecan_optimizer.json
d7623cf66a5e72aa41c912b25fc74e5a1230ac5c000709704a52535a52416a10	132	data/standard_core/workloads/simclrv2/results/round3__dj_optimizer.json
ed64b77649e03a994774c3c95ad10b612a92c671d42f0cf89d6277870e675f45	131	data/standard_core/workloads/simclrv2/results/round3__dp_cedar_optimizer.json
32f720273c8db31ca0fb0efbc36dde5fcb4c1bf429149e536f7d69ad52b45cca	131	data/standard_core/workloads/simclrv2/results/round3__optimizer.json
de8645877e7f328ce0c63e089feb388339cc52fda203340d59ac7f70ef73f713	132	data/standard_core/workloads/simclrv2/results/round3__pecan_optimizer.json
dd3314ef1395371270b050e40aec78f3055e66781a7f3ead5d04c11e8a972b06	2333	data/standard_core/workloads/simclrv2/warmup_results/plan_only__dj_optimizer.json
9762a74dc00cff2f19e21275fb30453c11813d297d4da05d71750a99742c8299	2351	data/standard_core/workloads/simclrv2/warmup_results/plan_only__dp_cedar_optimizer.json
3b390ad84012a2d1b722903dfb082aa8c14f13ceb8f6d26715a9dabcf92a1ca7	2324	data/standard_core/workloads/simclrv2/warmup_results/plan_only__optimizer.json
7ba896770db26d1e1d99b1f6dedec16754ef151e9f52fca3b78f6979a2e59466	2342	data/standard_core/workloads/simclrv2/warmup_results/plan_only__pecan_optimizer.json
0b4e42411f2b3f9dd42dceddaa0900fc859d148b156a40f3dc9510c0e9d246e9	422	data/standard_core/workloads/simclrv2_cache/metadata.txt
841a6c6d542914cde68a86475077b13ad4ef256a07ac1f0c8f8080988956ae99	1485	data/standard_core/workloads/simclrv2_cache/plans/dj_optimizer.yaml
6d27ff7d793f2e45b58ed2c1031358612204b38bdee7ca829bf814a4df51ea4f	1589	data/standard_core/workloads/simclrv2_cache/plans/dp_cedar_optimizer.yaml
ff7c8aaac8fcb6ee688c95a2404485606520be46a3c44d3732ad7c60c9cc5f67	1589	data/standard_core/workloads/simclrv2_cache/plans/optimizer.yaml
2d11c9e4a8d507005cad22ab9004fac0add70080aa1553643bb891aabddfcb9d	1641	data/standard_core/workloads/simclrv2_cache/plans/pecan_optimizer.yaml
d8c1e4af31faf7a63a9f920b1771abc87d3cc84d6ce73a17920aa37697f5f70d	132	data/standard_core/workloads/simclrv2_cache/results/round1__dj_optimizer.json
5f1c45f57ab4b16970e7fc277bce9f71b4af8ed7ab63912185201374a441f173	132	data/standard_core/workloads/simclrv2_cache/results/round1__dp_cedar_optimizer.json
4153445bf786b28220c13020f7bf69db7956f0c39926f29f44fbe7016d319e5f	131	data/standard_core/workloads/simclrv2_cache/results/round1__optimizer.json
b91a359e51194f0681e4a2d96ee4da46a331e2c408c2566fa0563dc52e8b6749	131	data/standard_core/workloads/simclrv2_cache/results/round1__pecan_optimizer.json
45c6174bc134dc0ff0f274dfb195ade3269000316afb9b946c352d2f2555a200	132	data/standard_core/workloads/simclrv2_cache/results/round2__dj_optimizer.json
88983c52cbe3af2e3f0e0d95df7d50826e56bbd4f401087ada575408eb0762cc	132	data/standard_core/workloads/simclrv2_cache/results/round2__dp_cedar_optimizer.json
716dbaefe9b9ff715f65339507ac160348eeffb1de089fd7a3c9a812450e6446	132	data/standard_core/workloads/simclrv2_cache/results/round2__optimizer.json
17dc142307545ae78107a7c903430fa955d77e0bf38ec65e1127353476d4fe59	130	data/standard_core/workloads/simclrv2_cache/results/round2__pecan_optimizer.json
